master_release,path,dominant_r,dominant_g,dominant_b,gender,age,dominant_race,emotion,Blues,Brass & Military,Children's,Classical,Electronic,"Folk, World, & Country",Funk&Soul,Hip Hop,Jazz,Latin,Non-Music,Pop,Reggae,Rock,Stage & Screen
233317,Classical\233317.jpeg,81,68,57,Man,41,white,"{'angry': 6.64888204937597e-05, 'disgust': 4.206654454299869e-13, 'fear': 0.012627715477719903, 'happy': 0.0005063586741016479, 'sad': 40.4621958732605, 'surprise': 7.728591964375758e-17, 'neutral': 59.52460169792175}",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235585,Classical\235585.jpeg,128,92,64,Man,34,white,"{'angry': 23.393838107585907, 'disgust': 4.3723892417801835e-05, 'fear': 0.3737516235560179, 'happy': 0.0002860396989490255, 'sad': 33.12864601612091, 'surprise': 2.05622384896742e-05, 'neutral': 43.10341477394104}",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250242,Classical\250242.jpeg,136,116,70,Man,31,middle eastern,"{'angry': 72.51682013072728, 'disgust': 0.000321753152845459, 'fear': 5.524370905831944, 'happy': 0.1612759934334763, 'sad': 12.249518960771685, 'surprise': 0.0229928440478779, 'neutral': 9.524690714515362}",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491351,Classical\491351.jpeg,98,58,21,Man,25,asian,"{'angry': 11.51447141256758, 'disgust': 0.00031188678389281653, 'fear': 0.5084367306343752, 'happy': 0.09440908305550116, 'sad': 11.175025175513337, 'surprise': 9.155412476510821e-05, 'neutral': 76.70725445194569}",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55029,Classical\55029.jpeg,122,103,90,Man,28,white,"{'angry': 2.5567641481757164, 'disgust': 0.004320766674936749, 'fear': 21.0786372423172, 'happy': 0.20679011940956116, 'sad': 12.801934778690338, 'surprise': 0.006789137842133641, 'neutral': 63.344764709472656}",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117300,Electronic\117300.jpeg,135,104,90,Man,27,white,"{'angry': 2.5567351586538365, 'disgust': 0.00034962797978874865, 'fear': 5.887322916111598, 'happy': 62.43647784751918, 'sad': 6.408264469115202, 'surprise': 0.0647277144853515, 'neutral': 22.646110040413138}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122037,Electronic\122037.jpeg,212,164,147,Man,30,white,"{'angry': 0.7342315744608641, 'disgust': 0.005425539347925223, 'fear': 7.916895300149918, 'happy': 42.54767596721649, 'sad': 24.452291429042816, 'surprise': 1.008397713303566, 'neutral': 23.335078358650208}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16385,Electronic\16385.jpeg,112,110,101,Man,38,white,"{'angry': 1.9808626676129423e-05, 'disgust': 1.6616338960927197e-15, 'fear': 9.21861956826565, 'happy': 0.9866915300006587, 'sad': 89.44245513930649, 'surprise': 0.01419962002781749, 'neutral': 0.3380198698800725}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963837,Electronic\1963837.jpeg,211,208,202,Woman,32,white,"{'angry': 0.00828304645044724, 'disgust': 1.6205456687731948e-07, 'fear': 0.46252446174913187, 'happy': 0.024449697234259216, 'sad': 0.9314430125287786, 'surprise': 0.004871702038639096, 'neutral': 98.56842739205688}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010973,Electronic\2010973.jpeg,47,42,46,Man,32,white,"{'angry': 8.816010669605544e-08, 'disgust': 1.3040826561811823e-15, 'fear': 0.8254229583098267, 'happy': 3.6229425176617594e-06, 'sad': 84.31724216444744, 'surprise': 4.129454802213513e-07, 'neutral': 14.85733031376185}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016451,Electronic\2016451.jpeg,116,112,98,Man,27,white,"{'angry': 0.36120503209531307, 'disgust': 2.1590373933122464e-05, 'fear': 0.10663606226444244, 'happy': 61.504846811294556, 'sad': 0.075057044159621, 'surprise': 0.021725651458837092, 'neutral': 37.93051540851593}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021953,Electronic\2021953.jpeg,93,111,113,Man,30,white,"{'angry': 99.60327744483948, 'disgust': 0.0572925026062876, 'fear': 0.07957094348967075, 'happy': 0.010645083239069209, 'sad': 0.24840051773935556, 'surprise': 2.7383766365574047e-07, 'neutral': 0.0008154426723194774}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032561,Electronic\2032561.jpeg,183,160,114,Man,27,white,"{'angry': 0.7092512678354979, 'disgust': 0.0036442663258640096, 'fear': 44.956183433532715, 'happy': 1.9474927335977554, 'sad': 6.230862066149712, 'surprise': 0.009042901365319267, 'neutral': 46.14352285861969}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033419,Electronic\2033419.jpeg,117,108,107,Man,38,white,"{'angry': 6.050948426127434, 'disgust': 0.010935680620605126, 'fear': 74.35210347175598, 'happy': 5.678168122358329e-05, 'sad': 19.331470131874084, 'surprise': 0.02132818044628948, 'neutral': 0.2331665251404047}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059417,Electronic\2059417.jpeg,162,162,162,Man,34,white,"{'angry': 9.034283192057442e-12, 'disgust': 1.2467681333630794e-18, 'fear': 4.248352953668641e-11, 'happy': 99.99914765352891, 'sad': 1.3598230340763277e-10, 'surprise': 3.957817421000548e-07, 'neutral': 0.0008543884687180277}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065270,Electronic\2065270.jpeg,75,95,91,Man,39,white,"{'angry': 7.911067996246857e-05, 'disgust': 1.702751167061839e-11, 'fear': 3.394158198943842e-06, 'happy': 99.99146461486816, 'sad': 0.005637450885842554, 'surprise': 5.735364266845622e-09, 'neutral': 0.0028165715775685385}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167666,Electronic\2167666.jpeg,73,73,74,Man,36,asian,"{'angry': 45.81617091990536, 'disgust': 0.005110368087946957, 'fear': 29.04580110584504, 'happy': 24.288766043708684, 'sad': 0.8382225908769722, 'surprise': 1.3788344089000855e-05, 'neutral': 0.005916518409999253}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183248,Electronic\2183248.jpeg,52,42,33,Man,33,latino hispanic,"{'angry': 95.60919404029846, 'disgust': 0.006569411925738677, 'fear': 1.0293935425579548, 'happy': 2.6830164715647697, 'sad': 0.6020749919116497, 'surprise': 2.5668228431641182e-05, 'neutral': 0.06973267300054431}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2184955,Electronic\2184955.jpeg,166,166,166,Man,36,white,"{'angry': 32.06234169377933, 'disgust': 2.768930540824695e-11, 'fear': 5.115854001153464e-05, 'happy': 0.1282731380401932, 'sad': 67.7861552111003, 'surprise': 3.361001524047948e-13, 'neutral': 0.023181865907869692}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2194381,Electronic\2194381.jpeg,125,128,141,Man,30,white,"{'angry': 6.331434845924377, 'disgust': 7.05094039440155, 'fear': 17.710508406162262, 'happy': 56.29355311393738, 'sad': 6.780370324850082, 'surprise': 0.0013342445527086966, 'neutral': 5.831862613558769}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2209984,Electronic\2209984.jpeg,115,101,107,Man,35,black,"{'angry': 89.31695755225167, 'disgust': 0.00303642282141937, 'fear': 1.7944024082662111, 'happy': 0.04462714107347376, 'sad': 6.9653530100198395, 'surprise': 0.16395901142934033, 'neutral': 1.7116683624189115}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2211238,Electronic\2211238.jpeg,186,187,196,Man,24,middle eastern,"{'angry': 0.04029241681564599, 'disgust': 4.098206583119657e-10, 'fear': 0.23732036352157593, 'happy': 0.03735539212357253, 'sad': 4.082168638706207, 'surprise': 0.004511355291469954, 'neutral': 95.59835195541382}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223646,Electronic\2223646.jpeg,171,167,164,Man,25,white,"{'angry': 1.672329567372799, 'disgust': 8.884964161973152e-11, 'fear': 0.029755051946267486, 'happy': 0.07000665063969791, 'sad': 98.22783470153809, 'surprise': 3.889739572104922e-09, 'neutral': 7.455124659827561e-05}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224861,Electronic\2224861.jpeg,141,156,172,Man,27,white,"{'angry': 8.133126243592415e-05, 'disgust': 8.300312341743762e-12, 'fear': 0.2705693244934082, 'happy': 0.0024922981538111344, 'sad': 93.2984471321106, 'surprise': 1.6310661710150498e-07, 'neutral': 6.428411602973938}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2264443,Electronic\2264443.jpeg,181,181,181,Man,39,white,"{'angry': 0.5366174969822168, 'disgust': 2.5892232358160072e-06, 'fear': 0.002446467988193035, 'happy': 99.4157075881958, 'sad': 0.0015898609490250237, 'surprise': 0.011813902528956532, 'neutral': 0.03182042564731091}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2267677,Electronic\2267677.jpeg,115,120,124,Man,28,white,"{'angry': 64.46191668510437, 'disgust': 0.003964171264669858, 'fear': 28.098425269126892, 'happy': 7.23811611533165, 'sad': 0.11059149401262403, 'surprise': 0.008490976324537769, 'neutral': 0.07849264657124877}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277271,Electronic\2277271.jpeg,119,91,69,Man,25,white,"{'angry': 25.348234176635742, 'disgust': 0.025231062318198383, 'fear': 20.976409316062927, 'happy': 0.08364006644114852, 'sad': 48.050037026405334, 'surprise': 0.0003703743686855887, 'neutral': 5.516081675887108}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2815,Electronic\2815.jpeg,154,146,158,Man,33,white,"{'angry': 2.037662016610027, 'disgust': 0.0002860694564768418, 'fear': 3.103353640637019, 'happy': 0.0008254603509134263, 'sad': 92.68797592449044, 'surprise': 0.0005209237625779312, 'neutral': 2.1693761822209465}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28733,Electronic\28733.jpeg,65,24,17,Man,33,white,"{'angry': 47.601675701341115, 'disgust': 0.0548087300411588, 'fear': 2.5287519429626397, 'happy': 0.3223897342252415, 'sad': 10.783026907804835, 'surprise': 0.25840404729891386, 'neutral': 38.45094602715326}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2877,Electronic\2877.jpeg,100,100,100,Man,29,white,"{'angry': 40.77289512480556, 'disgust': 0.0038113000304704496, 'fear': 3.2658669929662953, 'happy': 26.438370175555924, 'sad': 18.24043473715368, 'surprise': 0.376895793487633, 'neutral': 10.901715051923388}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30519,Electronic\30519.jpeg,153,152,152,Man,24,white,"{'angry': 0.10328735157774668, 'disgust': 1.4626085056463983e-10, 'fear': 0.005679698784252215, 'happy': 0.3172201890459431, 'sad': 0.24609770020422933, 'surprise': 0.011858537660080175, 'neutral': 99.31585200836038}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34486,Electronic\34486.jpeg,175,162,146,Woman,30,asian,"{'angry': 5.383200146746645, 'disgust': 33.54072472695856, 'fear': 47.30036242606416, 'happy': 1.402856772563265, 'sad': 9.672503749877437, 'surprise': 0.03176936195999306, 'neutral': 2.6685859735957367}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34969,Electronic\34969.jpeg,185,79,79,Woman,22,white,"{'angry': 0.33113814424723387, 'disgust': 2.46147607185776e-05, 'fear': 58.065205812454224, 'happy': 0.006987273809500039, 'sad': 31.575894355773926, 'surprise': 0.006458050484070554, 'neutral': 10.01429334282875}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38301,Electronic\38301.jpeg,45,43,43,Man,38,white,"{'angry': 12.7033360423646, 'disgust': 1.687730893391151e-10, 'fear': 1.8533547713208992e-05, 'happy': 85.39982947110113, 'sad': 7.878556872428002e-05, 'surprise': 2.9765466889066044e-05, 'neutral': 1.8967091305082517}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433990,Electronic\433990.jpeg,170,168,167,Man,29,black,"{'angry': 60.59534314843077, 'disgust': 9.10466423232108e-07, 'fear': 0.35326683205466464, 'happy': 0.00035219827448751504, 'sad': 23.666675309340675, 'surprise': 3.7557795225372255e-08, 'neutral': 15.384365045092407}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,Electronic\461.jpeg,166,132,102,Man,26,white,"{'angry': 7.904626606047849e-10, 'disgust': 1.1219619334727845e-17, 'fear': 7.731843594191434e-11, 'happy': 99.73133206367493, 'sad': 4.9078935360213904e-08, 'surprise': 0.00041025141399586573, 'neutral': 0.26825880631804466}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5319,Electronic\5319.jpeg,141,128,104,Man,27,white,"{'angry': 0.5836919415742159, 'disgust': 2.2044293057632558e-07, 'fear': 0.15308789443224669, 'happy': 2.012964151799679, 'sad': 2.584121562540531, 'surprise': 0.003093686973443255, 'neutral': 94.66304183006287}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59087,Electronic\59087.jpeg,143,128,125,Man,30,white,"{'angry': 0.9420769850657573, 'disgust': 7.052002353848389e-05, 'fear': 93.75365935287829, 'happy': 0.0072842788334878585, 'sad': 0.32511436921294745, 'surprise': 2.619547553035471, 'neutral': 2.352248272433774}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69470,Electronic\69470.jpeg,52,54,63,Man,32,white,"{'angry': 0.0433394277933985, 'disgust': 7.547947267205757e-08, 'fear': 26.580128073692322, 'happy': 0.005245224019745365, 'sad': 67.44475364685059, 'surprise': 2.7591133289206482e-05, 'neutral': 5.9265099465847015}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70185,Electronic\70185.jpeg,96,82,78,Man,23,white,"{'angry': 1.2703299792086414e-05, 'disgust': 1.78019914984086e-08, 'fear': 0.0002487067979920982, 'happy': 99.94312524456532, 'sad': 0.0005959887303640403, 'surprise': 9.482722586162443e-05, 'neutral': 0.05592097046686533}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78650,Electronic\78650.jpeg,156,148,140,Man,31,white,"{'angry': 23.436248209252845, 'disgust': 5.988539799059203e-06, 'fear': 23.09490132897504, 'happy': 0.006274466805919889, 'sad': 20.252988949596222, 'surprise': 0.35291963497815343, 'neutral': 32.85666303972381}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80049,Electronic\80049.jpeg,94,110,136,Woman,30,white,"{'angry': 0.004061453000758775, 'disgust': 7.587503070283219e-07, 'fear': 12.241832166910172, 'happy': 0.2362080616876483, 'sad': 36.000314354896545, 'surprise': 0.0017912203475134447, 'neutral': 51.515793800354004}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86797,Electronic\86797.jpeg,52,25,15,Man,31,white,"{'angry': 1.9092517334503255e-10, 'disgust': 5.690785593786488e-24, 'fear': 4.91538060272588e-21, 'happy': 99.99927878375523, 'sad': 0.0002648164284937679, 'surprise': 4.552256940009614e-25, 'neutral': 0.0004601110778401922}",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136648,"Folk, World, & Country\136648.jpeg",112,87,54,Woman,25,middle eastern,"{'angry': 8.490578085184097, 'disgust': 0.01590841420693323, 'fear': 59.28348898887634, 'happy': 0.8393889293074608, 'sad': 17.912164330482483, 'surprise': 4.112762212753296, 'neutral': 9.345707297325134}",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143681,"Folk, World, & Country\143681.jpeg",98,94,80,Man,42,white,"{'angry': 5.436493828892708, 'disgust': 0.00021186988305998966, 'fear': 7.482163608074188, 'happy': 0.000501316026202403, 'sad': 41.15326702594757, 'surprise': 3.710487112402916, 'neutral': 42.21687614917755}",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148465,"Folk, World, & Country\148465.jpeg",104,108,118,Man,25,white,"{'angry': 2.610854245722294, 'disgust': 1.902986497270831e-05, 'fear': 1.628616452217102, 'happy': 0.00824382295832038, 'sad': 16.399823129177094, 'surprise': 0.009502708417130634, 'neutral': 79.34293746948242}",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150306,"Folk, World, & Country\150306.jpeg",188,139,56,Man,31,white,"{'angry': 9.79221911889816e-10, 'disgust': 1.9721468110921875e-15, 'fear': 1.8305571902049733e-10, 'happy': 99.99703168869019, 'sad': 2.538343046865066e-06, 'surprise': 9.254731009322725e-09, 'neutral': 0.0029655346224899404}",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153332,"Folk, World, & Country\153332.jpeg",88,77,69,Man,42,white,"{'angry': 1.306864510885746, 'disgust': 0.003244567244688332, 'fear': 0.25629509836704123, 'happy': 0.8848360335729142, 'sad': 97.3652063229803, 'surprise': 0.0017712421286706778, 'neutral': 0.18178187230046822}",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163353,"Folk, World, & Country\163353.jpeg",179,96,77,Man,28,white,"{'angry': 5.157764256000519, 'disgust': 0.007212119817268103, 'fear': 2.4681435897946358, 'happy': 5.383389815688133, 'sad': 24.127544462680817, 'surprise': 0.010980663500959054, 'neutral': 62.84496784210205}",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166864,"Folk, World, & Country\166864.jpeg",127,114,106,Man,47,white,"{'angry': 0.07870954464879898, 'disgust': 7.4860916953262e-05, 'fear': 0.06182105066864495, 'happy': 92.0542712243957, 'sad': 0.057364019957647915, 'surprise': 0.13783240813880612, 'neutral': 7.609927362795315}",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173842,"Folk, World, & Country\173842.jpeg",139,132,133,Man,31,white,"{'angry': 0.010730377019377546, 'disgust': 8.903156520894769e-10, 'fear': 3.7118677989937785e-05, 'happy': 7.119819398762488e-05, 'sad': 99.84439610507465, 'surprise': 9.767989950965026e-10, 'neutral': 0.144769585938429}",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182698,"Folk, World, & Country\182698.jpeg",108,83,75,Man,32,white,"{'angry': 0.5861671874025837, 'disgust': 6.023430351430704e-05, 'fear': 96.79829516431151, 'happy': 0.16769763644291324, 'sad': 1.5847954872494354, 'surprise': 0.02686764899263245, 'neutral': 0.8361046137088998}",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185376,"Folk, World, & Country\185376.jpeg",192,161,54,Man,28,white,"{'angry': 4.3807467982280795e-07, 'disgust': 4.131859639261381e-09, 'fear': 1.4543334401674723e-05, 'happy': 99.67375401571346, 'sad': 0.3254384345783669, 'surprise': 8.975515395932906e-15, 'neutral': 0.0007844755574999178}",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
